0.062613;0.520566;0.588112;0.358993;0.542834;0.566694;-0.022687;0.363618;-0.278317;0.20703;0.662663;0.659251;0.149058;0.506299;0.814454;-0.015619;0.170511;-0.646204;0.186456;0.714398;0.444634;0.269647;0.168887;-0.668211;0.307829;0.520078;0.779242;0.43742;0.301872;0.501846;0.036022;0.517303;0.161823;-0.07268;0.053134;0.511837;0.43251;0.054824;0.470656;0.288157;0.494098;0.142197;-0.066186;0.311232;0.522297;0.307237;0.344013;-0.296369
0.062542;0.52058;0.588081;0.358905;0.542813;0.566685;-0.022754;0.363598;-0.27828;0.206943;0.662657;0.659179;0.149059;0.50636;0.814479;-0.015646;0.170442;-0.646203;0.186424;0.714375;0.444617;0.269678;0.168857;-0.668219;0.307806;0.520122;0.779199;0.437336;0.301889;0.501858;0.035959;0.517339;0.161801;-0.072675;0.05313;0.511822;0.432504;0.054828;0.47064;0.288101;0.494114;0.142199;-0.066205;0.311258;0.522264;0.307232;0.344011;-0.296378
0.062507;0.520551;0.588041;0.358833;0.542812;0.566693;-0.022822;0.363582;-0.278277;0.206874;0.662633;0.659087;0.149027;0.506379;0.814471;-0.015716;0.170448;-0.646203;0.186384;0.714372;0.444591;0.269723;0.16884;-0.668209;0.307767;0.520161;0.77918;0.437274;0.3019;0.501864;0.035863;0.517406;0.161776;-0.072677;0.053127;0.511833;0.432478;0.05483;0.470657;0.288043;0.494115;0.142138;-0.066241;0.311245;0.52221;0.307226;0.344014;-0.296381
0.062455;0.520572;0.588028;0.358745;0.542786;0.566668;-0.022875;0.363575;-0.278269;0.206793;0.662609;0.658999;0.148996;0.506398;0.814467;-0.015768;0.170413;-0.646225;0.18633;0.714366;0.444574;0.26976;0.168855;-0.668242;0.307715;0.520185;0.779135;0.437223;0.301887;0.501867;0.035775;0.517445;0.161715;-0.072682;0.053124;0.511842;0.432471;0.054853;0.470673;0.287964;0.494125;0.142097;-0.066307;0.311238;0.522153;0.307213;0.344037;-0.296385
0.062392;0.520589;0.587994;0.358629;0.54275;0.566635;-0.02293;0.363572;-0.278295;0.206718;0.662582;0.658935;0.148951;0.506409;0.814453;-0.01581;0.170378;-0.64624;0.186285;0.714368;0.44456;0.269762;0.168843;-0.668257;0.307653;0.520185;0.779085;0.437195;0.301892;0.50191;0.035705;0.517505;0.161676;-0.072692;0.053127;0.511849;0.432467;0.054831;0.470678;0.287902;0.49413;0.142043;-0.06636;0.311224;0.52212;0.307203;0.344056;-0.296424
0.062305;0.520601;0.587971;0.358524;0.542767;0.566618;-0.022979;0.363597;-0.27831;0.206668;0.662567;0.658855;0.148883;0.506439;0.814424;-0.015861;0.170367;-0.646262;0.186236;0.714366;0.444518;0.269786;0.168844;-0.668268;0.307565;0.520177;0.779062;0.43714;0.301876;0.502016;0.035658;0.517554;0.161627;-0.072682;0.053126;0.511852;0.432477;0.054826;0.470714;0.287822;0.494136;0.142;-0.066402;0.311202;0.522131;0.307146;0.344074;-0.296442
0.062236;0.520619;0.587908;0.358446;0.542731;0.566569;-0.023044;0.363642;-0.278379;0.206613;0.662552;0.658787;0.148828;0.506415;0.814351;-0.015882;0.170352;-0.64632;0.18617;0.714373;0.444485;0.269796;0.168819;-0.668273;0.30748;0.520151;0.779015;0.437132;0.301893;0.50206;0.035564;0.517636;0.161592;-0.072688;0.053129;0.511866;0.432473;0.054814;0.470713;0.287767;0.494179;0.141974;-0.066421;0.31123;0.522156;0.307111;0.344097;-0.296482
0.062152;0.520628;0.587868;0.358355;0.542746;0.566532;-0.023075;0.363695;-0.278447;0.206559;0.66254;0.658709;0.148736;0.506411;0.814291;-0.015918;0.170352;-0.646347;0.186096;0.71437;0.444433;0.269775;0.16881;-0.668274;0.307404;0.520129;0.778976;0.437104;0.301886;0.502058;0.035535;0.517661;0.161528;-0.072682;0.053126;0.511869;0.432463;0.054817;0.470713;0.287679;0.494215;0.14192;-0.066425;0.311223;0.522146;0.307076;0.344123;-0.296506
0.062102;0.520622;0.587813;0.358289;0.542738;0.566468;-0.023119;0.363786;-0.278527;0.206509;0.662528;0.658651;0.148682;0.50641;0.814244;-0.015979;0.170365;-0.646408;0.186031;0.714354;0.444388;0.269774;0.168831;-0.668281;0.307322;0.52011;0.778909;0.43705;0.301905;0.501981;0.035457;0.517732;0.16147;-0.072673;0.053141;0.511868;0.432461;0.054849;0.470727;0.287588;0.494246;0.141857;-0.066449;0.311223;0.522082;0.307038;0.344137;-0.296526
0.062084;0.520632;0.587784;0.358198;0.542749;0.566433;-0.023157;0.363871;-0.278616;0.206437;0.662529;0.65859;0.148614;0.506411;0.814171;-0.01599;0.17038;-0.646448;0.185944;0.714345;0.444337;0.269753;0.168819;-0.668309;0.30723;0.520092;0.778835;0.436946;0.301923;0.501924;0.035403;0.517781;0.161408;-0.072659;0.053146;0.51186;0.432442;0.054859;0.470689;0.287482;0.494273;0.14178;-0.066458;0.311214;0.522012;0.307032;0.344188;-0.296564
